17 September 2020 
TITLE  INFO  !!!!! 
 
     x    yyy   CCCC         DDDD
 31.29  -0.13    0.99    0.72550042
 31.30  -0.12    0.99    0.71858205
 31.31  -0.11    0.99    0.71159181
 31.32  -0.10    1.00    0.70453042
 31.33  -0.09    1.00    0.69739857
 31.34  -0.08    1.00    0.69019699
 31.35  -0.07    1.00    0.68292638
 31.36  -0.06    1.00    0.67558749
 31.37  -0.05    1.00    0.66818103
 31.38  -0.04    1.00    0.66070776
 31.39  -0.03    1.00    0.65316842
 31.40  -0.02    1.00    0.64556376
 31.41  -0.01    1.00    0.63789454
 31.42   0.00    1.00    0.63016154
 31.43   0.01    1.00    0.62236552
 31.44   0.02    1.00    0.61450727
 31.45   0.03    1.00    0.60658756
 31.46   0.04    1.00    0.59860720
 31.47   0.05    1.00    0.59056698
 31.48   0.06    1.00    0.58246770
 31.49   0.07    1.00    0.57431017
 31.50   0.08    1.00    0.56609521
 31.51   0.09    1.00    0.55782365
 31.52   0.10    0.99    0.54949630
 31.53   0.11    0.99    0.54111400
 31.54   0.12    0.99    0.53267759
 31.55   0.13    0.99    0.52418792
 31.56   0.14    0.99    0.51564583
 31.57   0.15    0.99    0.50705217
 31.58   0.16    0.99    0.49840781
 31.59   0.17    0.98    0.48971360
 31.60   0.18    0.98    0.48097043
 31.61   0.19    0.98    0.47217916
 31.62   0.20    0.98    0.46334067
 31.63   0.21    0.98    0.45445585
 31.64   0.22    0.98    0.44552558
 31.65   0.23    0.97    0.43655076
 31.66   0.24    0.97    0.42753229
 31.67   0.25    0.97    0.41847106
 31.68   0.26    0.97    0.40936799
 31.69   0.27    0.96    0.40022398
 31.70   0.28    0.96    0.39103995
 31.71   0.29    0.96    0.38181681
 31.72   0.30    0.95    0.37255550
 31.73   0.31    0.95    0.36325692
 31.74   0.32    0.95    0.35392203
 31.75   0.33    0.94    0.34455174
 31.76   0.34    0.94    0.33514699
 31.77   0.35    0.94    0.32570873
 31.78   0.36    0.93    0.31623790
 31.79   0.37    0.93    0.30673545
 31.80   0.37    0.93    0.29720233
 31.81   0.38    0.92    0.28763948
 31.82   0.39    0.92    0.27804787
 31.83   0.40    0.92    0.26842846
 31.84   0.41    0.91    0.25878220
 31.85   0.42    0.91    0.24911006
 31.86   0.43    0.90    0.23941302
 31.87   0.44    0.90    0.22969203
 31.88   0.45    0.89    0.21994807
 31.89   0.46    0.89    0.21018212
 31.90   0.47    0.89    0.20039516
 31.91   0.47    0.88    0.19058815
 31.92   0.48    0.88    0.18076208
 31.93   0.49    0.87    0.17091794
 31.94   0.50    0.87    0.16105670
 31.95   0.51    0.86    0.15117936
 31.96   0.52    0.86    0.14128691
 31.97   0.53    0.85    0.13138032
 31.98   0.53    0.85    0.12146060
 31.99   0.54    0.84    0.11152873
 32.00   0.55    0.83    0.10158570
 32.01   0.56    0.83    0.09163252
 32.02   0.57    0.82    0.08167018
 32.03   0.58    0.82    0.07169967
 32.04   0.58    0.81    0.06172198
 32.05   0.59    0.81    0.05173813
 32.06   0.60    0.80    0.04174910
 32.07   0.61    0.79    0.03175590
 32.08   0.62    0.79    0.02175952
 32.09   0.62    0.78    0.01176097
 32.10   0.63    0.78    0.00176124
 32.11   0.64    0.77   -0.00823867
 32.12   0.65    0.76   -0.01823775
 32.13   0.65    0.76   -0.02823501
 32.14   0.66    0.75   -0.03822944
 32.15   0.67    0.74   -0.04822005
 32.16   0.68    0.74   -0.05820584
 32.17   0.68    0.73   -0.06818581
 32.18   0.69    0.72   -0.07815896
 32.19   0.70    0.72   -0.08812430
 32.20   0.71    0.71   -0.09808082
 32.21   0.71    0.70   -0.10802753
 32.22   0.72    0.69   -0.11796345
 32.23   0.73    0.69   -0.12788756
 32.24   0.73    0.68   -0.13779889
 32.25   0.74    0.67   -0.14769644
 32.26   0.75    0.66   -0.15757921
 32.27   0.75    0.66   -0.16744623
 32.28   0.76    0.65   -0.17729651
 32.29   0.77    0.64   -0.18712906
 32.30   0.77    0.63   -0.19694289
 32.31   0.78    0.63   -0.20673703
 32.32   0.79    0.62   -0.21651049
 32.33   0.79    0.61   -0.22626231
 32.34   0.80    0.60   -0.23599150
 32.35   0.80    0.59   -0.24569709
 32.36   0.81    0.59   -0.25537811
 32.37   0.82    0.58   -0.26503359
 32.38   0.82    0.57   -0.27466257
 32.39   0.83    0.56   -0.28426408
 32.40   0.83    0.55   -0.29383717
 32.41   0.84    0.55   -0.30338087
 32.42   0.84    0.54   -0.31289424
 32.43   0.85    0.53   -0.32237632
 32.44   0.85    0.52   -0.33182616
 32.45   0.86    0.51   -0.34124281
 32.46   0.86    0.50   -0.35062535
 32.47   0.87    0.49   -0.35997282
 32.48   0.87    0.49   -0.36928429
 32.49   0.88    0.48   -0.37855884
 32.50   0.88    0.47   -0.38779553
 32.51   0.89    0.46   -0.39699344
 32.52   0.89    0.45   -0.40615165
 32.53   0.90    0.44   -0.41526925
 32.54   0.90    0.43   -0.42434532
 32.55   0.91    0.42   -0.43337896
 32.56   0.91    0.41   -0.44236925
 32.57   0.91    0.40   -0.45131532
 32.58   0.92    0.40   -0.46021625
 32.59   0.92    0.39   -0.46907116
 32.60   0.93    0.38   -0.47787916
 32.61   0.93    0.37   -0.48663938
 32.62   0.93    0.36   -0.49535093
 32.63   0.94    0.35   -0.50401295
 32.64   0.94    0.34   -0.51262456
 32.65   0.94    0.33   -0.52118492
 32.66   0.95    0.32   -0.52969315
 32.67   0.95    0.31   -0.53814842
 32.68   0.95    0.30   -0.54654987
 32.69   0.96    0.29   -0.55489667
 32.70   0.96    0.28   -0.56318798
 32.71   0.96    0.27   -0.57142297
 32.72   0.96    0.26   -0.57960082
 32.73   0.97    0.25   -0.58772071
 32.74   0.97    0.24   -0.59578183
 32.75   0.97    0.23   -0.60378337
 32.76   0.97    0.22   -0.61172453
 32.77   0.98    0.22   -0.61960453
 32.78   0.98    0.21   -0.62742256
 32.79   0.98    0.20   -0.63517785
 32.80   0.98    0.19   -0.64286962
 32.81   0.98    0.18   -0.65049710
 32.82   0.99    0.17   -0.65805954
 32.83   0.99    0.16   -0.66555617
 32.84   0.99    0.15   -0.67298624
 32.85   0.99    0.14   -0.68034902
 32.86   0.99    0.13   -0.68764377
 32.87   0.99    0.12   -0.69486975
 32.88   0.99    0.11   -0.70202624
 32.89   1.00    0.10   -0.70911253
 32.90   1.00    0.09   -0.71612791
 32.91   1.00    0.08   -0.72307168
 32.92   1.00    0.07   -0.72994314
 32.93   1.00    0.06   -0.73674161
 32.94   1.00    0.05   -0.74346640
 32.95   1.00    0.04   -0.75011685
 32.96   1.00    0.03   -0.75669229
 32.97   1.00    0.02   -0.76319206
 32.98   1.00    0.01   -0.76961551
 32.99   1.00   -0.00   -0.77596200
 33.00   1.00   -0.01   -0.78223089
 33.01   1.00   -0.02   -0.78842156
 33.02   1.00   -0.03   -0.79453339
 33.03   1.00   -0.04   -0.80056577
 33.04   1.00   -0.05   -0.80651809
 33.05   1.00   -0.06   -0.81238976
 33.06   1.00   -0.07   -0.81818019
 33.07   1.00   -0.08   -0.82388881
 33.08   1.00   -0.09   -0.82951503
 33.09   0.99   -0.10   -0.83505831
 33.10   0.99   -0.11   -0.84051808
 33.11   0.99   -0.12   -0.84589380
 33.12   0.99   -0.13   -0.85118493
 33.13   0.99   -0.14   -0.85639094
 33.14   0.99   -0.15   -0.86151131
 33.15   0.99   -0.16   -0.86654554
 33.16   0.99   -0.17   -0.87149311
 33.17   0.98   -0.18   -0.87635353
 33.18   0.98   -0.19   -0.88112632
 33.19   0.98   -0.20   -0.88581099
 33.20   0.98   -0.21   -0.89040709
 33.21   0.98   -0.22   -0.89491414
 33.22   0.97   -0.23   -0.89933170
 33.23   0.97   -0.24   -0.90365934
 33.24   0.97   -0.25   -0.90789660
 33.25   0.97   -0.26   -0.91204308
 33.26   0.96   -0.27   -0.91609835
 33.27   0.96   -0.28   -0.92006202
 33.28   0.96   -0.29   -0.92393368
 33.29   0.95   -0.30   -0.92771294
 33.30   0.95   -0.31   -0.93139944
 33.31   0.95   -0.32   -0.93499280
 33.32   0.94   -0.33   -0.93849266
 33.33   0.94   -0.34   -0.94189867
 33.34   0.94   -0.35   -0.94521049
 33.35   0.93   -0.36   -0.94842779
 33.36   0.93   -0.36   -0.95155025
 33.37   0.93   -0.37   -0.95457755
 33.38   0.92   -0.38   -0.95750940
 33.39   0.92   -0.39   -0.96034550
 33.40   0.92   -0.40   -0.96308556
 33.41   0.91   -0.41   -0.96572932
 33.42   0.91   -0.42   -0.96827650
 33.43   0.90   -0.43   -0.97072686
 33.44   0.90   -0.44   -0.97308014
 33.45   0.89   -0.45   -0.97533612
 33.46   0.89   -0.46   -0.97749457
 33.47   0.89   -0.46   -0.97955526
 33.48   0.88   -0.47   -0.98151800
 33.49   0.88   -0.48   -0.98338260
 33.50   0.87   -0.49   -0.98514885
 33.51   0.87   -0.50   -0.98681659
 33.52   0.86   -0.51   -0.98838565
 33.53   0.86   -0.52   -0.98985587
 33.54   0.85   -0.53   -0.99122710
 33.55   0.85   -0.53   -0.99249922
 33.56   0.84   -0.54   -0.99367208
 33.57   0.83   -0.55   -0.99474558
 33.58   0.83   -0.56   -0.99571961
 33.59   0.82   -0.57   -0.99659406
 33.60   0.82   -0.58   -0.99736885
 33.61   0.81   -0.58   -0.99804391
 33.62   0.81   -0.59   -0.99861917
 33.63   0.80   -0.60   -0.99909456
 33.64   0.79   -0.61   -0.99947005
 33.65   0.79   -0.62   -0.99974559
 33.66   0.78   -0.62   -0.99992115
 33.67   0.78   -0.63   -0.99999673
 33.68   0.77   -0.64   -0.99997231
 33.69   0.76   -0.65   -0.99984788
 33.70   0.76   -0.65   -0.99962348
 33.71   0.75   -0.66   -0.99929911
 33.72   0.74   -0.67   -0.99887482
 33.73   0.74   -0.68   -0.99835064
 33.74   0.73   -0.68   -0.99772662
 33.75   0.72   -0.69   -0.99700283
 33.76   0.72   -0.70   -0.99617935
 33.77   0.71   -0.71   -0.99525624
 33.78   0.70   -0.71   -0.99423361
 33.79   0.69   -0.72   -0.99311156
 33.80   0.69   -0.73   -0.99189020
 33.81   0.68   -0.73   -0.99056965
 33.82   0.67   -0.74   -0.98915004
 33.83   0.67   -0.75   -0.98763152
 33.84   0.66   -0.75   -0.98601424
 33.85   0.65   -0.76   -0.98429835
 33.86   0.64   -0.77   -0.98248404
 33.87   0.63   -0.77   -0.98057148
 33.88   0.63   -0.78   -0.97856087
 33.89   0.62   -0.79   -0.97645239
 33.90   0.61   -0.79   -0.97424628
 33.91   0.60   -0.80   -0.97194274
 33.92   0.60   -0.80   -0.96954200
 33.93   0.59   -0.81   -0.96704432
 33.94   0.58   -0.82   -0.96444993
 33.95   0.57   -0.82   -0.96175909
 33.96   0.56   -0.83   -0.95897208
 33.97   0.55   -0.83   -0.95608918
 33.98   0.55   -0.84   -0.95311066
 33.99   0.54   -0.84   -0.95003684
 34.00   0.53   -0.85   -0.94686801
 34.01   0.52   -0.85   -0.94360450
 34.02   0.51   -0.86   -0.94024662
 34.03   0.50   -0.86   -0.93679473
 34.04   0.49   -0.87   -0.93324915
 34.05   0.49   -0.87   -0.92961025
 34.06   0.48   -0.88   -0.92587839
 34.07   0.47   -0.88   -0.92205394
 34.08   0.46   -0.89   -0.91813729
 34.09   0.45   -0.89   -0.91412883
 34.10   0.44   -0.90   -0.91002895
 34.11   0.43   -0.90   -0.90583807
 34.12   0.42   -0.91   -0.90155661
 34.13   0.41   -0.91   -0.89718499
 34.14   0.41   -0.91   -0.89272366
 34.15   0.40   -0.92   -0.88817305
 34.16   0.39   -0.92   -0.88353363
 34.17   0.38   -0.93   -0.87880585
 34.18   0.37   -0.93   -0.87399020
 34.19   0.36   -0.93   -0.86908714
 34.20   0.35   -0.94   -0.86409718
 34.21   0.34   -0.94   -0.85902081
 34.22   0.33   -0.94   -0.85385854
 34.23   0.32   -0.95   -0.84861088
 34.24   0.31   -0.95   -0.84327837
 34.25   0.30   -0.95   -0.83786152
 34.26   0.29   -0.96   -0.83236089
 34.27   0.28   -0.96   -0.82677703
 34.28   0.27   -0.96   -0.82111048
 34.29   0.26   -0.96   -0.81536183
 34.30   0.25   -0.97   -0.80953164
 34.31   0.24   -0.97   -0.80362050
 34.32   0.24   -0.97   -0.79762900
 34.33   0.23   -0.97   -0.79155773
 34.34   0.22   -0.98   -0.78540731
 34.35   0.21   -0.98   -0.77917836
 34.36   0.20   -0.98   -0.77287148
 34.37   0.19   -0.98   -0.76648731
 34.38   0.18   -0.98   -0.76002650
 34.39   0.17   -0.99   -0.75348969
 34.40   0.16   -0.99   -0.74687753
 34.41   0.15   -0.99   -0.74019068
 34.42   0.14   -0.99   -0.73342981
 34.43   0.13   -0.99   -0.72659560
 34.44   0.12   -0.99   -0.71968873
 34.45   0.11   -0.99   -0.71270990
 34.46   0.10   -1.00   -0.70565979
 34.47   0.09   -1.00   -0.69853912
 34.48   0.08   -1.00   -0.69134859
 34.49   0.07   -1.00   -0.68408893
 34.50   0.06   -1.00   -0.67676086
 34.51   0.05   -1.00   -0.66936512
 34.52   0.04   -1.00   -0.66190244
 34.53   0.03   -1.00   -0.65437357
 34.54   0.02   -1.00   -0.64677926
 34.55   0.01   -1.00   -0.63912028
 34.56  -0.00   -1.00   -0.63139738
 34.57  -0.01   -1.00   -0.62361135
 34.58  -0.02   -1.00   -0.61576295
 34.59  -0.03   -1.00   -0.60785298
 34.60  -0.04   -1.00   -0.59988222
 34.61  -0.05   -1.00   -0.59185148
 34.62  -0.06   -1.00   -0.58376155
 34.63  -0.07   -1.00   -0.57561325
 34.64  -0.08   -1.00   -0.56740738
 34.65  -0.09   -1.00   -0.55914478
 34.66  -0.10   -0.99   -0.55082626
 34.67  -0.11   -0.99   -0.54245266
 34.68  -0.12   -0.99   -0.53402481
 34.69  -0.13   -0.99   -0.52554356
 34.70  -0.14   -0.99   -0.51700976
 34.71  -0.15   -0.99   -0.50842426
 34.72  -0.16   -0.99   -0.49978791
 34.73  -0.17   -0.99   -0.49110159
 34.74  -0.18   -0.98   -0.48236616
 34.75  -0.19   -0.98   -0.47358249
 34.76  -0.20   -0.98   -0.46475146
 34.77  -0.21   -0.98   -0.45587396
 34.78  -0.22   -0.98   -0.44695087
 34.79  -0.23   -0.97   -0.43798309
 34.80  -0.24   -0.97   -0.42897151
 34.81  -0.25   -0.97   -0.41991703
 34.82  -0.26   -0.97   -0.41082056
 34.83  -0.27   -0.96   -0.40168301
 34.84  -0.28   -0.96   -0.39250529
 34.85  -0.29   -0.96   -0.38328832
 34.86  -0.30   -0.95   -0.37403302
 34.87  -0.31   -0.95   -0.36474032
 34.88  -0.32   -0.95   -0.35541115
 34.89  -0.33   -0.95   -0.34604643
 34.90  -0.34   -0.94   -0.33664711
 34.91  -0.35   -0.94   -0.32721413
 34.92  -0.35   -0.94   -0.31774842
 34.93  -0.36   -0.93   -0.30825094
 34.94  -0.37   -0.93   -0.29872264
 34.95  -0.38   -0.92   -0.28916446
 34.96  -0.39   -0.92   -0.27957737
 34.97  -0.40   -0.92   -0.26996232
 34.98  -0.41   -0.91   -0.26032027
 34.99  -0.42   -0.91   -0.25065219
 35.00  -0.43   -0.90   -0.24095905
 35.01  -0.44   -0.90   -0.23124181
 35.02  -0.45   -0.89   -0.22150145
 35.03  -0.46   -0.89   -0.21173893
 35.04  -0.46   -0.89   -0.20195525
 35.05  -0.47   -0.88   -0.19215137
 35.06  -0.48   -0.88   -0.18232827
 35.07  -0.49   -0.87   -0.17248694
 35.08  -0.50   -0.87   -0.16262836
 35.09  -0.51   -0.86   -0.15275352
 35.10  -0.52   -0.86   -0.14286340
 35.11  -0.52   -0.85   -0.13295900
 35.12  -0.53   -0.85   -0.12304130
 35.13  -0.54   -0.84   -0.11311130
 35.14  -0.55   -0.84   -0.10316999
 35.15  -0.56   -0.83   -0.09321836
 35.16  -0.57   -0.82   -0.08325741
 35.17  -0.57   -0.82   -0.07328813
 35.18  -0.58   -0.81   -0.06331152
 35.19  -0.59   -0.81   -0.05332859
 35.20  -0.60   -0.80   -0.04334032
 35.21  -0.61   -0.79   -0.03334771
 35.22  -0.62   -0.79   -0.02335177
 35.23  -0.62   -0.78   -0.01335350
 35.24  -0.63   -0.78   -0.00335389
 35.25  -0.64   -0.77    0.00664606
 35.26  -0.65   -0.76    0.01664534
 35.27  -0.65   -0.76    0.02664295
 35.28  -0.66   -0.75    0.03663790
 35.29  -0.67   -0.74    0.04662919
 35.30  -0.68   -0.74    0.05661582
 35.31  -0.68   -0.73    0.06659678
 35.32  -0.69   -0.72    0.07657108
 35.33  -0.70   -0.72    0.08653773
 35.34  -0.71   -0.71    0.09649572
 35.35  -0.71   -0.70    0.10644407
 35.36  -0.72   -0.69    0.11638176
 35.37  -0.73   -0.69    0.12630783
 35.38  -0.73   -0.68    0.13622126
 35.39  -0.74   -0.67    0.14612106
 35.40  -0.75   -0.67    0.15600626
 35.41  -0.75   -0.66    0.16587586
 35.42  -0.76   -0.65    0.17572886
 35.43  -0.77   -0.64    0.18556430
 35.44  -0.77   -0.64    0.19538118
 35.45  -0.78   -0.63    0.20517852
 35.46  -0.78   -0.62    0.21495534
 35.47  -0.79   -0.61    0.22471067
 35.48  -0.80   -0.60    0.23444353
 35.49  -0.80   -0.60    0.24415294
 35.50  -0.81   -0.59    0.25383794
 35.51  -0.81   -0.58    0.26349756
 35.52  -0.82   -0.57    0.27313082
 35.53  -0.83   -0.56    0.28273677
 35.54  -0.83   -0.55    0.29231445
 35.55  -0.84   -0.55    0.30186290
 35.56  -0.84   -0.54    0.31138116
 35.57  -0.85   -0.53    0.32086828
 35.58  -0.85   -0.52    0.33032332
 35.59  -0.86   -0.51    0.33974533
 35.60  -0.86   -0.50    0.34913336
 35.61  -0.87   -0.50    0.35848648
 35.62  -0.87   -0.49    0.36780375
 35.63  -0.88   -0.48    0.37708423
 35.64  -0.88   -0.47    0.38632702
 35.65  -0.89   -0.46    0.39553116
 35.66  -0.89   -0.45    0.40469576
 35.67  -0.90   -0.44    0.41381989
 35.68  -0.90   -0.43    0.42290263
 35.69  -0.91   -0.42    0.43194309
 35.70  -0.91   -0.42    0.44094035
 35.71  -0.91   -0.41    0.44989352
 35.72  -0.92   -0.40    0.45880170
 35.73  -0.92   -0.39    0.46766399
 35.74  -0.93   -0.38    0.47647953
 35.75  -0.93   -0.37    0.48524741
 35.76  -0.93   -0.36    0.49396677
 35.77  -0.94   -0.35    0.50263674
 35.78  -0.94   -0.34    0.51125644
 35.79  -0.94   -0.33    0.51982502
 35.80  -0.95   -0.32    0.52834161
 35.81  -0.95   -0.31    0.53680537
 35.82  -0.95   -0.30    0.54521545
 35.83  -0.96   -0.29    0.55357101
 35.84  -0.96   -0.28    0.56187121
 35.85  -0.96   -0.27    0.57011523
 35.86  -0.96   -0.27    0.57830223
 35.87  -0.97   -0.26    0.58643141
 35.88  -0.97   -0.25    0.59450194
 35.89  -0.97   -0.24    0.60251303
 35.90  -0.97   -0.23    0.61046386
 35.91  -0.98   -0.22    0.61835364
 35.92  -0.98   -0.21    0.62618159
 35.93  -0.98   -0.20    0.63394693
 35.94  -0.98   -0.19    0.64164887
 35.95  -0.98   -0.18    0.64928664
 35.96  -0.99   -0.17    0.65685949
 35.97  -0.99   -0.16    0.66436665
 35.98  -0.99   -0.15    0.67180738
 35.99  -0.99   -0.14    0.67918092
 36.00  -0.99   -0.13    0.68648655
 36.01  -0.99   -0.12    0.69372353
 36.02  -0.99   -0.11    0.70089114
 36.03  -1.00   -0.10    0.70798866
 36.04  -1.00   -0.09    0.71501538
 36.05  -1.00   -0.08    0.72197060
 36.06  -1.00   -0.07    0.72885362
 36.07  -1.00   -0.06    0.73566376
 36.08  -1.00   -0.05    0.74240034
 36.09  -1.00   -0.04    0.74906267
 36.10  -1.00   -0.03    0.75565010
 36.11  -1.00   -0.02    0.76216196
 36.12  -1.00   -0.01    0.76859761
 36.13  -1.00    0.00    0.77495640
 36.14  -1.00    0.01    0.78123769
 36.15  -1.00    0.02    0.78744086
 36.16  -1.00    0.03    0.79356529
 36.17  -1.00    0.04    0.79961036
 36.18  -1.00    0.05    0.80557547
 36.19  -1.00    0.06    0.81146003
 36.20  -1.00    0.07    0.81726344
 36.21  -1.00    0.08    0.82298512
 36.22  -1.00    0.09    0.82862451
 36.23  -0.99    0.10    0.83418103
 36.24  -0.99    0.11    0.83965414
 36.25  -0.99    0.12    0.84504328
 36.26  -0.99    0.13    0.85034792
 36.27  -0.99    0.14    0.85556752
 36.28  -0.99    0.15    0.86070157
 36.29  -0.99    0.16    0.86574955
 36.30  -0.99    0.17    0.87071095
 36.31  -0.98    0.18    0.87558529
 36.32  -0.98    0.19    0.88037206
 36.33  -0.98    0.20    0.88507080
 36.34  -0.98    0.21    0.88968104
 36.35  -0.98    0.22    0.89420230
 36.36  -0.97    0.23    0.89863415
 36.37  -0.97    0.24    0.90297613
 36.38  -0.97    0.25    0.90722782
 36.39  -0.97    0.26    0.91138879
 36.40  -0.96    0.27    0.91545861
 36.41  -0.96    0.28    0.91943689
 36.42  -0.96    0.29    0.92332323
 36.43  -0.95    0.30    0.92711724
 36.44  -0.95    0.31    0.93081854
 36.45  -0.95    0.32    0.93442675
 36.46  -0.95    0.33    0.93794152
 36.47  -0.94    0.34    0.94136250
 36.48  -0.94    0.34    0.94468935
 36.49  -0.94    0.35    0.94792173
 36.50  -0.93    0.36    0.95105931
 36.51  -0.93    0.37    0.95410179
 36.52  -0.92    0.38    0.95704886
 36.53  -0.92    0.39    0.95990023
 36.54  -0.92    0.40    0.96265560
 36.55  -0.91    0.41    0.96531472
 36.56  -0.91    0.42    0.96787730
 36.57  -0.90    0.43    0.97034309
 36.58  -0.90    0.44    0.97271186
 36.59  -0.90    0.45    0.97498335
 36.60  -0.89    0.45    0.97715734
 36.61  -0.89    0.46    0.97923362
 36.62  -0.88    0.47    0.98121197
 36.63  -0.88    0.48    0.98309221
 36.64  -0.87    0.49    0.98487414
 36.65  -0.87    0.50    0.98655758
 36.66  -0.86    0.51    0.98814236
 36.67  -0.86    0.52    0.98962834
 36.68  -0.85    0.52    0.99101535
 36.69  -0.85    0.53    0.99230325
 36.70  -0.84    0.54    0.99349193
 36.71  -0.84    0.55    0.99458127
 36.72  -0.83    0.56    0.99557114
 36.73  -0.82    0.57    0.99646146
 36.74  -0.82    0.57    0.99725213
 36.75  -0.81    0.58    0.99794308
 36.76  -0.81    0.59    0.99853423
 36.77  -0.80    0.60    0.99902554
 36.78  -0.80    0.61    0.99941694
 36.79  -0.79    0.61    0.99970840
 36.80  -0.78    0.62    0.99989989
 36.81  -0.78    0.63    0.99999139
 36.82  -0.77    0.64    0.99998289
 36.83  -0.76    0.65    0.99987439
 36.84  -0.76    0.65    0.99966591
 36.85  -0.75    0.66    0.99935747
 36.86  -0.74    0.67    0.99894908
 36.87  -0.74    0.68    0.99844081
 36.88  -0.73    0.68    0.99783269
 36.89  -0.72    0.69    0.99712478
 36.90  -0.72    0.70    0.99631717
 36.91  -0.71    0.70    0.99540993
 36.92  -0.70    0.71    0.99440314
 36.93  -0.70    0.72    0.99329692
 36.94  -0.69    0.73    0.99209136
 36.95  -0.68    0.73    0.99078660
 36.96  -0.67    0.74    0.98938276
